Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;
20181119_181506;-16.935;-8.698;1.015;-0.448;1.809;-2.620;
20181119_181506;-15.903;-9.410;1.872;-0.449;1.283;-3.277;
20181119_181506;-18.084;-11.081;3.244;-0.632;0.081;-3.645;
20181119_181506;-18.084;-11.081;3.244;-0.875;-0.298;-3.591;
20181119_181507;-22.846;-11.363;4.185;-0.883;0.517;-3.401;
20181119_181507;-22.846;-11.363;4.185;-0.769;1.245;-2.874;
20181119_181507;-25.269;-7.698;2.825;-0.639;1.096;-2.519;
20181119_181507;-23.337;-7.374;2.931;-0.401;0.568;-1.590;
20181119_181507;-21.345;-7.317;2.126;-0.285;0.270;-0.617;
20181119_181507;-18.615;-7.046;0.862;-0.112;0.011;0.247;
20181119_181507;-15.036;-7.030;1.188;0.032;-0.309;0.859;
20181119_181507;-15.036;-7.030;1.188;0.140;-0.470;1.422;
20181119_181507;-11.876;-5.643;0.989;0.192;-0.538;1.821;
20181119_181507;-10.707;-4.245;0.086;0.333;-0.365;2.007;
20181119_181507;-8.998;-3.424;-0.321;0.462;-0.246;2.061;
20181119_181507;-6.934;-2.797;-0.876;0.525;-0.449;2.104;
20181119_181507;-5.322;-1.556;-0.328;0.485;-0.703;2.129;
20181119_181507;-5.433;-0.036;1.147;0.419;-0.921;2.054;
20181119_181507;-3.108;1.889;1.918;0.278;-0.619;2.172;
20181119_181507;-0.366;1.049;1.173;0.318;-0.239;2.449;
20181119_181507;2.320;-1.420;-0.026;0.334;-0.028;2.728;
20181119_181507;3.208;-2.193;-0.397;0.382;0.034;2.960;
20181119_181507;3.295;-0.716;0.120;0.456;0.080;2.933;
20181119_181507;4.154;0.953;-0.725;0.526;-0.025;2.476;
20181119_181507;6.330;1.563;-1.793;0.488;-0.472;1.656;
20181119_181507;4.547;0.907;-2.126;0.343;-1.220;0.880;
20181119_181507;2.310;-0.541;-1.425;0.171;-1.456;0.367;
20181119_181507;0.500;-2.291;-0.771;0.033;-0.977;-0.261;
20181119_181507;0.500;-2.291;-0.771;-0.111;-0.293;-0.815;
20181119_181507;-6.151;-5.203;0.814;-0.274;0.241;-1.254;
20181119_181507;-11.380;-7.872;1.156;-0.374;0.872;-1.758;
20181119_181507;-14.696;-9.752;0.730;-0.375;1.333;-2.307;
20181119_181507;-12.275;-10.410;1.221;-0.471;0.569;-3.521;
20181119_181507;-15.522;-11.186;2.430;-0.703;-0.164;-3.952;
20181119_181507;-19.116;-11.631;3.941;-0.932;-0.141;-4.119;
20181119_181507;-20.818;-11.447;4.123;-0.920;0.879;-4.026;
20181119_181507;-22.430;-9.194;4.575;-0.778;1.420;-3.568;
20181119_181507;-24.422;-7.688;3.766;-0.601;0.922;-3.089;
20181119_181507;-25.011;-7.530;1.908;-0.478;0.583;-2.616;
20181119_181507;-25.011;-7.530;1.908;-0.408;0.257;-1.713;
20181119_181507;-20.943;-7.757;3.079;-0.289;0.023;-0.582;
20181119_181507;-19.058;-7.300;2.902;-0.136;-0.221;0.205;
20181119_181507;-17.141;-7.224;2.287;0.060;-0.362;0.776;
20181119_181507;-17.141;-7.224;2.287;0.274;-0.283;1.427;
20181119_181507;-13.188;-6.503;0.474;0.456;-0.199;1.988;
20181119_181507;-10.066;-6.524;-1.006;0.569;-0.263;2.315;
20181119_181507;-8.425;-5.480;-0.644;0.597;-0.381;2.490;
20181119_181507;-7.901;-3.505;0.532;0.542;-0.560;2.515;
20181119_181507;-7.214;-1.597;1.410;0.447;-0.602;2.379;
20181119_181507;-6.534;0.043;1.540;0.374;-0.533;2.176;
20181119_181507;-4.688;1.190;1.094;0.335;-0.562;2.136;
20181119_181507;-0.579;0.620;0.160;0.350;-0.486;2.267;
20181119_181507;3.218;-0.069;-0.275;0.367;-0.455;2.496;
20181119_181508;5.272;0.024;-0.737;0.366;-0.535;2.782;
20181119_181508;5.363;0.575;-0.299;0.364;-0.463;2.930;
20181119_181508;4.796;0.627;-0.237;0.388;-0.144;2.646;
20181119_181508;4.848;0.898;-1.022;0.464;-0.086;2.036;
20181119_181508;4.860;1.796;-1.808;0.512;-0.153;1.400;
20181119_181508;4.860;1.796;-1.808;0.283;-0.795;0.121;
20181119_181508;3.378;-0.196;-1.942;0.063;-0.684;-0.480;
20181119_181508;0.692;-2.952;-0.565;-0.222;-0.323;-0.949;
20181119_181508;-6.611;-7.652;-0.515;-0.505;1.320;-1.686;
20181119_181508;-12.910;-9.565;0.069;-0.460;1.942;-2.186;
20181119_181508;-16.772;-8.538;0.876;-0.530;1.904;-3.534;
20181119_181508;-14.143;-8.811;0.644;-0.530;1.904;-3.534;
20181119_181508;-18.302;-11.105;0.883;-0.631;1.525;-3.709;
20181119_181508;-22.707;-11.272;1.681;-0.736;0.979;-3.387;
20181119_181508;-23.957;-9.304;1.602;-0.672;0.928;-3.186;
20181119_181508;-21.352;-9.620;0.955;-0.532;0.616;-3.068;
20181119_181508;-21.498;-9.711;1.183;-0.491;-0.308;-2.957;
20181119_181508;-22.422;-8.069;2.042;-0.514;-0.811;-2.395;
20181119_181508;-22.422;-8.069;2.042;-0.459;-0.488;-1.715;
20181119_181508;-17.804;-6.778;1.360;-0.087;0.376;-0.248;
20181119_181508;-15.905;-6.175;1.281;0.013;0.186;0.459;
20181119_181508;-14.179;-6.407;1.089;0.068;0.020;1.020;
20181119_181508;-11.916;-6.577;1.379;0.183;0.142;1.503;
20181119_181508;-10.564;-5.339;1.056;0.248;0.010;1.887;
20181119_181508;-10.564;-5.339;1.056;0.328;-0.262;2.047;
20181119_181508;-8.476;-2.162;1.209;0.437;-0.513;2.023;
20181119_181508;-6.216;-1.104;0.678;0.533;-0.830;1.938;
20181119_181508;-4.326;-0.280;0.108;0.589;-1.193;1.903;
20181119_181508;-1.714;0.077;1.168;0.643;-1.404;2.009;
20181119_181508;-0.476;0.089;0.998;0.591;-1.090;2.438;
20181119_181508;0.077;0.045;1.370;0.566;-0.460;2.534;
20181119_181508;0.704;0.390;-0.927;0.712;-0.144;2.518;
20181119_181508;2.914;0.828;-1.836;0.745;0.133;2.401;
20181119_181508;5.794;0.273;-1.492;0.641;-0.091;2.190;
20181119_181508;6.896;0.342;-0.802;0.427;-0.397;1.807;
20181119_181508;2.260;1.446;0.448;0.274;-0.532;1.171;
20181119_181508;1.185;0.318;-0.424;0.200;-0.296;0.313;
20181119_181508;0.395;-1.872;-0.517;0.195;0.010;-0.356;
20181119_181508;-1.762;-3.517;0.043;0.103;-0.117;-0.780;
20181119_181508;-3.637;-4.420;-0.414;-0.018;-0.222;-1.334;
20181119_181508;-5.761;-5.931;-0.769;-0.147;-0.219;-1.932;
20181119_181508;-8.586;-8.318;-0.544;-0.360;-0.331;-2.430;
20181119_181508;-13.336;-10.540;-0.065;-0.611;-0.353;-2.812;
20181119_181508;-17.876;-11.909;0.321;-0.775;-0.089;-3.144;
20181119_181508;-18.393;-11.148;2.550;-0.835;0.304;-3.485;
20181119_181508;-19.588;-10.403;3.680;-0.876;0.517;-3.656;
20181119_181508;-21.376;-10.142;3.500;-0.923;0.796;-3.463;
20181119_181508;-25.633;-8.931;3.283;-0.827;1.635;-3.141;
20181119_181509;-27.628;-7.255;2.655;-0.646;1.812;-2.571;
20181119_181509;-23.610;-7.786;2.026;-0.465;1.785;-1.896;
20181119_181509;-20.591;-7.688;1.798;-0.378;1.370;-1.206;
20181119_181509;-15.613;-7.022;2.059;-0.314;-0.525;0.219;
20181119_181509;-14.124;-6.201;1.707;-0.221;-0.657;0.779;
20181119_181509;-12.426;-5.473;1.750;-0.091;-0.574;1.283;
20181119_181509;-11.033;-4.401;1.686;0.076;-0.393;1.642;
20181119_181509;-10.523;-2.737;1.525;0.347;-0.220;2.077;
20181119_181509;-10.523;-2.737;1.525;0.423;-0.095;2.215;
20181119_181509;-9.407;-1.719;1.228;0.467;-0.138;2.379;
20181119_181509;-4.920;-0.675;1.039;0.451;-0.450;2.543;
20181119_181509;-3.388;-0.318;0.462;0.419;-0.789;2.655;
20181119_181509;-1.528;-0.781;1.298;0.448;-0.924;2.756;
20181119_181509;1.662;-1.724;0.170;0.486;-0.580;2.935;
20181119_181509;1.662;-1.724;0.170;0.636;-0.416;2.847;
20181119_181509;3.594;0.309;-1.875;0.671;-0.315;2.452;
20181119_181509;4.992;1.554;-2.552;0.673;-0.468;1.947;
20181119_181509;5.069;1.755;-2.358;0.548;-0.766;1.397;
20181119_181509;2.586;0.766;-1.717;0.327;-0.886;0.785;
20181119_181509;1.085;-0.120;-1.212;0.109;-0.613;0.237;
20181119_181509;-0.405;-1.602;-1.298;-0.067;-0.155;-0.263;
20181119_181509;-2.677;-3.939;-1.226;-0.232;0.191;-0.816;
20181119_181509;-2.677;-3.939;-1.226;-0.391;0.401;-1.466;
20181119_181509;-10.324;-8.703;0.979;-0.521;0.639;-2.095;
20181119_181509;-15.012;-9.761;2.313;-0.599;0.729;-2.805;
20181119_181509;-16.528;-8.363;3.101;-0.689;0.484;-3.565;
20181119_181509;-15.728;-7.904;4.037;-0.781;0.114;-4.116;
20181119_181509;-17.536;-10.372;3.412;-0.788;-0.037;-4.086;
20181119_181509;-23.584;-10.827;3.544;-0.802;0.305;-3.623;
20181119_181509;-24.386;-8.066;4.130;-0.817;0.388;-3.169;
20181119_181509;-21.129;-9.307;3.663;-0.610;0.735;-2.654;
20181119_181509;-21.129;-9.307;3.663;-0.387;0.471;-1.477;
20181119_181509;-19.386;-8.006;3.541;-0.290;0.364;-0.883;
20181119_181509;-17.521;-6.769;2.662;-0.050;0.422;-0.543;
20181119_181509;-17.521;-6.769;2.662;0.069;0.049;-0.256;
20181119_181509;-16.008;-6.060;2.040;0.126;-0.387;0.076;
20181119_181509;-13.872;-4.410;1.432;0.126;-0.621;0.410;
20181119_181509;-13.573;-3.917;1.745;0.134;-0.620;0.784;
20181119_181509;-12.627;-3.591;1.959;0.150;-0.505;1.176;
20181119_181509;-11.885;-3.110;1.915;0.176;-0.334;1.574;
20181119_181509;-11.047;-2.483;2.196;0.217;-0.189;1.949;
20181119_181509;-11.047;-2.483;2.196;0.264;-0.087;2.278;
20181119_181509;-7.233;-1.223;1.121;0.318;0.018;2.587;
20181119_181509;-5.303;-0.826;0.713;0.372;-0.046;2.853;
20181119_181509;-2.902;-0.723;1.039;0.420;-0.200;3.018;
20181119_181509;-0.510;-0.860;0.374;0.424;-0.401;3.056;
20181119_181509;1.901;-0.599;-0.666;0.394;-0.490;3.013;
20181119_181509;4.192;-0.065;-1.865;0.457;-0.629;2.917;
20181119_181510;5.509;-0.014;-1.743;0.495;-0.670;2.746;
20181119_181510;6.072;0.026;-1.429;0.464;-0.667;2.383;
20181119_181510;5.825;0.697;-1.437;0.422;-0.532;1.831;
20181119_181510;5.825;0.697;-1.437;0.335;-0.403;1.202;
20181119_181510;2.550;-0.010;-0.591;0.217;-0.331;0.569;
20181119_181510;1.161;-1.556;0.237;0.092;-0.082;0.012;
20181119_181510;-1.731;-2.998;0.982;-0.031;0.215;-0.388;
20181119_181510;-4.745;-4.707;1.259;-0.136;0.575;-0.694;
20181119_181510;-8.263;-6.642;0.761;-0.159;0.943;-1.059;
20181119_181510;-8.263;-6.642;0.761;-0.152;1.052;-1.524;
20181119_181510;-15.671;-7.918;2.296;-0.296;0.149;-3.125;
20181119_181510;-14.871;-7.343;2.770;-0.521;-0.683;-3.965;
20181119_181510;-15.460;-8.033;2.856;-0.732;-1.072;-4.183;
20181119_181510;-17.232;-9.601;3.898;-0.777;-0.812;-3.879;
20181119_181510;-20.821;-9.850;4.903;-0.777;-0.171;-3.495;
20181119_181510;-23.021;-7.054;5.794;-0.756;0.346;-3.172;
20181119_181510;-22.499;-6.699;4.417;-0.649;0.417;-2.873;
20181119_181510;-21.187;-8.488;3.168;-0.520;0.326;-2.378;
20181119_181510;-21.991;-7.839;2.741;-0.452;0.115;-1.538;
20181119_181510;-19.875;-8.088;3.086;-0.318;0.577;-0.675;
20181119_181510;-17.387;-7.480;3.041;-0.191;0.980;-0.055;
20181119_181510;-15.879;-5.816;3.419;-0.136;0.646;0.363;
20181119_181510;-14.890;-4.602;3.244;-0.014;0.446;0.620;
20181119_181510;-14.670;-3.395;3.263;0.090;0.395;0.947;
20181119_181510;-14.665;-1.992;2.715;0.195;0.263;1.350;
20181119_181510;-13.049;-1.858;2.234;0.303;0.021;1.735;
20181119_181510;-13.049;-1.858;2.234;0.441;-0.219;2.171;
20181119_181510;-8.629;-3.491;0.285;0.536;-0.629;2.644;
20181119_181510;-6.433;-3.613;-0.658;0.630;-0.954;3.068;
20181119_181510;-6.433;-3.613;-0.658;0.727;-0.969;3.448;
20181119_181510;-1.475;-3.733;-0.400;0.781;-0.793;3.757;
20181119_181510;-0.479;-3.108;-0.433;0.730;-0.525;3.852;
20181119_181510;0.304;-2.330;-0.953;0.704;-0.016;3.724;
20181119_181510;1.633;-1.223;-1.235;0.687;0.668;3.453;
20181119_181510;2.957;-0.125;-0.522;0.666;1.309;3.095;
20181119_181510;3.915;0.579;0.129;0.589;1.624;2.699;
20181119_181510;3.666;0.697;0.575;0.421;1.486;2.157;
20181119_181510;1.719;0.146;0.752;0.016;-0.293;0.318;
20181119_181510;0.711;-0.347;-0.017;-0.131;-0.814;-0.540;
20181119_181510;-0.048;-1.504;-0.180;-0.198;-1.095;-1.270;
20181119_181510;-1.535;-2.780;-0.172;-0.281;-1.359;-2.041;
20181119_181510;-4.664;-4.209;0.120;-0.430;-1.267;-2.751;
20181119_181510;-8.418;-5.868;0.668;-0.573;-0.944;-3.315;
20181119_181510;-10.705;-6.239;1.966;-0.701;-0.737;-3.777;
20181119_181510;-12.898;-5.461;2.729;-0.807;-0.698;-4.073;
20181119_181510;-15.682;-4.482;3.424;-0.849;-0.408;-4.047;
20181119_181510;-13.911;-5.959;3.517;-0.797;0.112;-3.686;
20181119_181510;-16.226;-8.512;3.074;-0.734;0.357;-3.126;
20181119_181510;-19.525;-9.529;2.624;-0.717;0.219;-2.515;
20181119_181510;-20.277;-7.930;1.398;-0.604;0.396;-2.092;
20181119_181511;-20.277;-7.930;1.398;-0.532;0.539;-1.861;
20181119_181511;-20.045;-9.374;6.237;-0.577;0.068;-1.738;
20181119_181511;-22.078;-7.695;7.101;-0.701;-0.098;-1.474;
20181119_181511;-22.861;-6.273;6.386;-0.578;0.821;-1.202;
20181119_181511;-21.623;-5.160;4.384;-0.270;1.617;-0.628;
20181119_181511;-18.843;-5.311;1.829;-0.001;1.441;0.029;
20181119_181511;-16.408;-5.550;0.460;0.169;0.553;0.642;
20181119_181511;-13.858;-5.224;1.152;0.240;-0.366;1.292;
20181119_181511;-12.211;-4.386;2.337;0.268;-0.931;1.847;
20181119_181511;-10.906;-3.275;4.171;0.280;-1.096;2.261;
20181119_181511;-10.173;-2.303;5.612;0.339;-0.831;2.522;
20181119_181511;-7.228;-2.277;2.095;0.475;-0.275;2.776;
20181119_181511;-3.848;-3.594;-0.927;0.683;0.351;3.009;
20181119_181511;0.390;-5.191;-1.642;0.956;-0.323;3.329;
20181119_181511;1.961;-3.189;-1.022;0.878;-0.629;3.707;
20181119_181511;0.955;-0.821;-0.658;0.848;-0.362;3.440;
20181119_181511;3.177;-0.757;-1.901;0.779;-0.077;2.835;
20181119_181511;5.279;-1.097;-2.899;0.611;-0.393;2.316;
20181119_181511;5.150;0.352;-2.698;0.388;-0.760;1.903;
20181119_181511;4.013;2.057;-2.502;0.372;-0.213;1.313;
20181119_181511;3.292;1.396;-1.461;0.334;0.623;0.621;
20181119_181511;3.292;1.396;-1.461;0.165;1.091;0.183;
20181119_181511;-0.778;0.060;-1.070;-0.029;1.249;-0.193;
20181119_181511;-1.990;-1.702;-0.520;-0.213;1.065;-0.706;
20181119_181511;-3.960;-3.939;-0.419;-0.325;0.745;-1.207;
20181119_181511;-7.417;-5.813;0.304;-0.381;0.311;-1.741;
20181119_181511;-7.417;-5.813;0.304;-0.609;-0.610;-3.441;
20181119_181511;-11.169;-7.377;1.868;-0.609;-0.610;-3.441;
20181119_181511;-18.010;-7.461;3.316;-0.788;-0.748;-4.260;
20181119_181511;-12.242;-5.718;1.985;-0.896;-0.292;-4.235;
20181119_181511;-13.858;-10.659;3.371;-0.773;-0.109;-3.815;
20181119_181511;-20.174;-6.965;4.207;-0.861;-0.847;-3.211;
20181119_181511;-26.062;-6.666;4.429;-1.000;-1.784;-2.902;
20181119_181511;-23.574;-9.455;5.825;-0.655;0.706;-2.161;
20181119_181511;-23.574;-9.455;5.825;-0.438;2.456;-1.009;
20181119_181511;-22.360;-6.098;3.405;-0.181;2.307;-0.283;
20181119_181511;-20.411;-5.761;2.425;0.032;1.440;-0.137;
20181119_181511;-19.257;-5.825;1.142;0.179;0.641;0.122;
20181119_181511;-16.568;-5.792;1.789;0.299;-0.004;1.575;
20181119_181511;-14.270;-4.733;2.248;0.297;-0.439;2.017;
20181119_181511;-12.007;-4.343;1.733;0.353;-0.648;2.367;
20181119_181511;-9.031;-4.932;0.718;0.516;-0.328;2.799;
20181119_181511;-5.878;-4.937;0.072;0.608;-0.357;3.192;
20181119_181511;-4.745;-3.393;-0.139;0.606;-0.588;3.264;
20181119_181511;-4.554;-1.425;-0.098;0.596;-0.722;2.978;
20181119_181511;-3.725;-0.464;0.333;0.595;-0.506;2.561;
20181119_181511;-2.322;-0.833;0.374;0.479;-0.395;2.313;
20181119_181511;-0.072;-1.975;-0.285;0.380;-0.386;2.371;
20181119_181511;3.139;-1.997;-1.135;0.313;-0.359;2.551;
20181119_181512;5.100;-0.584;-1.939;0.311;-0.403;2.526;
20181119_181512;5.698;1.336;-2.713;0.324;-0.474;2.101;
20181119_181512;5.047;2.052;-3.275;0.307;-0.566;1.401;
20181119_181512;3.958;1.956;-2.899;0.241;-0.568;0.702;
20181119_181512;3.053;1.142;-2.095;0.145;-0.210;0.130;
20181119_181512;1.343;-0.053;-1.602;0.008;0.254;-0.359;
20181119_181512;-0.227;-1.631;-1.149;-0.146;0.653;-0.841;
20181119_181512;-3.043;-3.476;-0.460;-0.281;0.854;-1.380;
20181119_181512;-6.565;-6.048;-0.220;-0.384;1.093;-1.878;
20181119_181512;-9.987;-8.090;0.306;-0.450;1.289;-2.423;
20181119_181512;-13.951;-9.402;0.955;-0.483;1.207;-3.040;
20181119_181512;-17.272;-8.550;2.284;-0.555;0.685;-3.704;
20181119_181512;-17.272;-8.550;2.284;-0.642;0.015;-4.276;
20181119_181512;-16.346;-7.841;4.281;-0.704;-0.238;-4.498;
20181119_181512;-19.571;-10.032;4.700;-0.756;-0.260;-4.178;
20181119_181512;-23.837;-8.873;5.327;-0.805;-0.039;-3.494;
20181119_181512;-22.030;-9.730;-0.582;-0.253;0.027;-1.908;
20181119_181512;-22.861;-10.180;2.179;-0.272;-1.061;-1.235;
20181119_181512;-21.750;-9.670;4.202;-0.296;-0.537;-0.323;
20181119_181512;-18.774;-8.991;3.812;-0.164;0.566;0.423;
20181119_181512;-17.284;-7.432;2.842;0.130;1.042;0.823;
20181119_181512;-15.867;-6.242;1.753;0.348;0.812;1.073;
20181119_181512;-14.133;-5.524;0.838;0.437;0.392;1.426;
20181119_181512;-12.663;-4.796;0.299;0.474;0.007;1.876;
20181119_181512;-10.657;-4.269;-0.022;0.502;-0.327;2.177;
20181119_181512;-8.452;-3.709;0.532;0.479;-0.637;2.371;
20181119_181512;-8.452;-3.709;0.532;0.451;-0.824;2.591;
20181119_181512;-4.621;-2.081;0.457;0.434;-0.883;2.712;
20181119_181512;-3.259;-0.929;0.429;0.441;-1.002;2.725;
20181119_181512;-2.263;0.050;-0.390;0.453;-1.092;2.668;
20181119_181512;1.264;0.031;-1.853;0.504;-0.939;2.576;
20181119_181512;6.247;-0.886;-3.376;0.591;-0.618;2.608;
20181119_181512;8.133;-0.639;-3.852;0.547;-0.503;2.768;
20181119_181512;6.994;0.579;-2.818;0.444;-0.526;2.716;
20181119_181512;6.994;0.579;-2.818;0.354;-0.605;2.086;
20181119_181512;6.742;1.698;-2.500;0.187;-0.684;1.058;
20181119_181512;4.954;0.630;-1.832;0.055;-0.726;0.210;
20181119_181512;0.776;-0.405;-0.682;-0.019;-0.415;-0.354;
20181119_181512;-2.198;-2.021;0.769;-0.086;0.266;-0.793;
20181119_181512;-5.435;-4.674;1.927;-0.191;0.925;-1.127;
20181119_181512;-10.221;-7.164;0.795;-0.192;1.514;-1.704;
20181119_181512;-17.279;-8.064;0.371;-0.098;1.792;-2.039;
20181119_181512;-14.320;-9.134;1.449;-0.411;0.459;-3.521;
20181119_181512;-17.227;-9.742;1.631;-0.666;-0.309;-3.499;
20181119_181512;-18.903;-10.358;2.411;-0.767;0.101;-3.337;
20181119_181512;-18.903;-10.358;2.411;-0.748;0.840;-3.161;
20181119_181512;-24.908;-6.793;1.669;-0.680;0.919;-2.782;
20181119_181512;-22.504;-5.727;-0.333;-0.579;1.077;-2.499;
20181119_181513;-20.253;-6.618;-0.345;-0.575;0.793;-2.010;
20181119_181513;-19.525;-7.614;-0.220;-0.663;0.266;-1.130;
20181119_181513;-17.167;-7.760;-0.840;-0.645;0.497;-0.277;
20181119_181513;-14.732;-8.279;-1.178;-0.524;0.933;0.441;
20181119_181513;-14.014;-8.600;-0.912;-0.351;0.729;0.926;
20181119_181513;-12.702;-7.130;-0.275;-0.351;0.729;0.926;
20181119_181513;-11.064;-5.339;-0.014;-0.261;0.968;0.961;
20181119_181513;-10.327;-3.876;0.891;-0.192;0.707;0.858;
20181119_181513;-10.348;-1.810;0.955;-0.144;0.137;0.724;
20181119_181513;-9.242;0.558;1.463;-0.072;-0.292;0.666;
20181119_181513;-7.817;1.918;1.518;0.249;-1.135;0.839;
20181119_181513;-4.295;3.206;0.524;0.315;-1.330;1.165;
20181119_181513;-2.124;2.641;-0.120;0.436;-1.329;1.603;
20181119_181513;0.165;1.159;-1.489;0.537;-1.175;2.065;
20181119_181513;3.275;-0.407;-1.858;0.561;-1.118;2.430;
20181119_181513;4.968;-1.480;-1.214;0.578;-1.147;2.658;
20181119_181513;4.975;-1.365;0.280;0.583;-1.119;2.722;
20181119_181513;0.690;-0.230;2.330;0.660;-0.355;1.892;
20181119_181513;-2.871;0.089;0.716;0.792;0.543;1.290;
20181119_181513;-2.988;-1.223;-3.393;1.002;1.274;1.093;
20181119_181513;0.843;-5.514;-4.180;0.945;1.184;1.114;
20181119_181513;-2.854;-4.535;-1.358;0.510;0.012;0.692;
20181119_181513;-11.488;-2.861;3.086;-0.020;-0.754;-0.445;
20181119_181513;-15.690;-3.184;1.935;-0.272;-0.825;-1.960;
20181119_181513;-10.374;-4.267;1.204;-0.229;-1.003;-2.838;
20181119_181513;-13.501;-5.729;1.403;-0.373;-0.861;-2.229;
20181119_181513;-17.469;-8.854;0.991;-0.373;-0.861;-2.229;
20181119_181513;-17.469;-8.854;0.991;-0.247;0.226;-2.011;
20181119_181513;-17.251;-8.864;0.340;-0.219;0.558;-1.919;
20181119_181513;-18.570;-9.046;1.281;-0.414;0.046;-2.152;
20181119_181513;-17.773;-8.385;1.609;-0.588;0.027;-2.467;
20181119_181513;-16.231;-7.736;1.061;-0.656;0.563;-2.408;
20181119_181513;-15.984;-7.372;0.278;-0.648;1.035;-2.067;
20181119_181513;-15.544;-6.465;0.491;-0.601;1.055;-1.735;
20181119_181513;-15.252;-5.789;1.410;-0.598;0.702;-1.391;
20181119_181513;-13.901;-5.382;2.059;-0.640;0.509;-0.979;
20181119_181513;-13.379;-5.260;2.052;-0.665;0.348;-0.632;
20181119_181513;-13.006;-5.081;1.968;-0.592;0.306;-0.288;
20181119_181513;-11.880;-4.604;1.777;-0.449;0.190;0.014;
20181119_181513;-11.880;-4.604;1.777;-0.177;-0.284;0.592;
20181119_181513;-9.220;-3.251;1.180;-0.177;-0.284;0.592;
20181119_181513;-7.647;-2.035;0.769;-0.082;-0.453;0.840;
20181119_181513;-6.826;-0.857;0.893;-0.009;-0.562;1.021;
20181119_181513;-6.079;0.589;1.097;0.159;-0.549;1.142;
20181119_181513;-4.865;2.260;1.338;0.206;-0.417;1.110;
20181119_181513;-3.694;3.359;1.841;0.241;-0.287;1.163;
20181119_181513;-2.289;3.601;1.530;0.282;-0.183;1.328;
20181119_181513;-0.989;2.615;0.381;0.359;-0.100;1.548;
20181119_181513;-0.776;1.633;-0.263;0.481;-0.255;1.696;
20181119_181514;-1.880;1.413;-1.013;0.583;-0.598;1.646;
20181119_181514;-2.241;1.355;-1.200;0.677;-0.858;1.465;
20181119_181514;-1.999;0.558;-1.379;0.755;-1.027;1.376;
20181119_181514;-0.733;-1.750;-1.535;0.792;-1.025;1.370;
20181119_181514;0.170;-5.026;-2.186;0.780;-0.988;1.408;
20181119_181514;-0.594;-6.508;-2.849;0.732;-0.743;1.486;
20181119_181514;-4.537;-5.267;-2.172;0.653;-0.135;1.399;
20181119_181514;-10.757;-4.329;-0.781;0.489;0.726;0.899;
20181119_181514;-14.737;-5.447;0.594;0.275;1.519;-0.033;
20181119_181514;-14.469;-6.398;1.820;0.126;1.680;-0.966;
20181119_181514;-16.528;-5.725;3.532;-0.169;0.792;-1.808;
20181119_181514;-16.592;-6.860;2.986;-0.439;0.064;-2.367;
20181119_181514;-14.684;-9.917;1.484;-0.489;0.251;-2.594;
20181119_181514;-16.638;-10.537;1.334;-0.475;0.144;-2.486;
20181119_181514;-17.773;-8.612;2.215;-0.578;-0.447;-2.397;
20181119_181514;-16.497;-6.958;2.880;-0.684;-0.572;-2.653;
20181119_181514;-14.567;-6.692;1.417;-0.750;-0.248;-2.675;
20181119_181514;-16.453;-6.426;1.243;-0.662;0.360;-2.287;
20181119_181514;-16.978;-5.739;1.671;-0.547;0.636;-1.751;
20181119_181514;-15.199;-6.144;1.688;-0.471;0.586;-1.185;
20181119_181514;-13.810;-6.292;1.841;-0.407;0.710;-0.524;
20181119_181514;-13.046;-5.514;1.812;-0.259;0.084;0.266;
20181119_181514;-11.940;-4.839;1.154;-0.067;-0.256;0.448;
20181119_181514;-11.567;-4.188;1.046;0.089;-0.532;0.578;
20181119_181514;-12.211;-2.876;1.319;0.183;-0.759;0.773;
20181119_181514;-12.486;-1.130;1.860;0.278;-0.730;1.000;
20181119_181514;-12.486;-1.130;1.860;0.393;-0.448;1.261;
20181119_181514;-11.241;-0.086;1.937;0.501;-0.183;1.573;
20181119_181514;-7.415;1.042;1.348;0.533;-0.173;1.917;
20181119_181514;-7.415;1.042;1.348;0.535;-0.351;2.236;
20181119_181514;-3.156;-0.972;-0.192;0.588;-0.419;2.555;
20181119_181514;-0.608;-2.193;-0.769;0.646;-0.482;2.864;
20181119_181514;0.994;-2.397;-1.504;0.649;-0.622;3.055;
20181119_181514;2.686;-2.038;-1.803;0.669;-0.626;3.032;
20181119_181514;3.757;-1.219;-2.246;0.689;-0.676;2.730;
20181119_181514;3.795;-0.747;-2.191;0.659;-0.748;2.230;
20181119_181514;3.170;-0.225;-1.949;0.567;-0.750;1.606;
20181119_181514;3.170;-0.225;-1.949;0.391;-0.626;0.958;
20181119_181514;-0.836;-2.265;-0.048;0.187;-0.173;0.361;
20181119_181514;-0.836;-2.265;-0.048;-0.012;0.478;-0.157;
20181119_181514;-7.688;-4.353;1.240;-0.152;1.030;-0.668;
20181119_181514;-10.075;-5.600;0.690;-0.150;1.149;-1.278;
20181119_181514;-12.053;-7.109;0.778;-0.145;0.887;-2.001;
20181119_181514;-13.274;-7.322;2.006;-0.210;0.427;-2.646;
20181119_181514;-15.060;-7.801;2.725;-0.370;-0.181;-3.147;
20181119_181514;-16.908;-8.955;2.603;-0.555;-0.532;-3.474;
20181119_181514;-16.413;-9.747;3.072;-0.620;-0.131;-3.202;
20181119_181514;-18.129;-9.778;2.907;-0.568;-0.211;-2.916;
