Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;
20181119_181448;-1.013;-9.852;-3.828;0.030;0.022;-0.480;
20181119_181448;-0.450;-9.728;-2.425;0.088;-0.056;-0.567;
20181119_181448;-0.450;-9.728;-2.425;0.103;-0.014;-0.649;
20181119_181448;0.175;-10.427;-2.617;0.090;-0.009;-0.705;
20181119_181448;0.081;-10.408;-2.303;0.079;-0.058;-0.794;
20181119_181448;0.081;-10.995;-2.339;0.059;0.023;-0.874;
20181119_181448;-0.024;-11.095;-2.521;0.019;0.109;-0.938;
20181119_181448;0.211;-10.908;-2.303;-0.014;0.132;-1.029;
20181119_181448;0.189;-10.501;-2.672;-0.055;0.117;-1.141;
20181119_181448;0.515;-10.520;-2.986;-0.107;0.139;-1.240;
20181119_181448;1.702;-10.951;-3.326;-0.252;0.108;-1.380;
20181119_181448;2.260;-10.753;-3.850;-0.357;0.135;-1.384;
20181119_181448;3.043;-9.295;-4.372;-0.489;0.212;-1.394;
20181119_181448;2.981;-9.960;-4.635;-0.591;0.326;-1.406;
20181119_181449;3.460;-11.373;-4.216;-0.579;0.602;-1.345;
20181119_181449;5.006;-9.656;-4.190;-0.689;0.994;-1.250;
20181119_181449;5.624;-9.474;-4.262;-0.778;0.759;-1.405;
20181119_181449;5.888;-9.240;-4.051;-0.887;0.547;-1.528;
20181119_181449;5.725;-8.967;-4.207;-0.943;0.442;-1.557;
20181119_181449;4.858;-8.322;-3.785;-0.922;0.489;-1.521;
20181119_181449;4.183;-7.535;-3.170;-0.857;0.507;-1.538;
20181119_181449;3.199;-6.615;-2.382;-0.770;0.552;-1.569;
20181119_181449;2.392;-5.684;-1.762;-0.554;0.642;-1.431;
20181119_181449;1.817;-4.827;-1.487;-0.423;0.583;-1.244;
20181119_181449;1.499;-4.195;-1.305;-0.309;0.346;-1.032;
20181119_181449;1.310;-3.395;-1.461;-0.199;0.014;-0.802;
20181119_181449;1.310;-3.395;-1.461;-0.069;-0.255;-0.506;
20181119_181449;0.254;-3.491;0.599;0.106;-0.362;-0.170;
20181119_181449;-0.508;-2.978;0.316;0.374;-0.127;0.341;
20181119_181449;0.048;-3.146;0.299;0.561;-0.142;0.902;
20181119_181449;0.488;-3.953;0.031;0.722;-0.529;1.223;
20181119_181449;0.208;-4.944;-0.316;0.923;-0.831;1.581;
20181119_181449;0.397;-6.599;-1.058;1.157;-0.947;2.117;
20181119_181449;1.437;-9.402;-1.403;1.374;-0.985;2.685;
20181119_181449;1.836;-12.357;-2.236;1.564;-1.092;3.180;
20181119_181449;2.030;-14.512;-3.271;1.724;-1.083;3.620;
20181119_181449;1.681;-16.925;-4.006;1.876;-1.027;3.961;
20181119_181449;2.004;-17.732;-5.378;2.047;-1.059;4.219;
20181119_181449;3.019;-17.026;-6.714;2.162;-1.128;4.435;
20181119_181449;5.610;-15.644;-7.312;1.945;-1.723;4.325;
20181119_181449;7.168;-13.724;-6.575;1.504;-2.740;3.687;
20181119_181449;7.168;-13.724;-6.575;1.118;-2.904;2.947;
20181119_181449;3.970;-10.463;-4.774;0.896;-1.641;2.357;
20181119_181449;2.878;-11.095;-2.909;0.710;-0.052;1.891;
20181119_181449;2.574;-11.026;-2.526;0.460;1.217;1.365;
20181119_181449;1.642;-10.398;-1.880;0.245;1.730;0.737;
20181119_181449;0.682;-10.602;-1.666;0.065;1.671;0.061;
20181119_181449;0.716;-10.532;-1.477;-0.202;0.944;-0.956;
20181119_181449;1.015;-10.329;-1.765;-0.329;0.206;-1.391;
20181119_181449;1.276;-10.530;-2.131;-0.437;-0.401;-1.731;
20181119_181449;1.446;-10.959;-2.126;-0.513;-0.727;-1.938;
20181119_181449;1.056;-10.870;-2.476;-0.535;-0.634;-2.040;
20181119_181449;1.056;-10.870;-2.476;-0.556;-0.318;-2.053;
20181119_181449;1.257;-11.629;-1.930;-0.588;0.048;-2.058;
20181119_181449;0.809;-11.169;-1.540;-0.576;0.174;-2.099;
20181119_181449;0.577;-10.492;-1.283;-0.544;0.297;-2.130;
20181119_181449;0.577;-10.492;-1.283;-0.473;0.198;-2.081;
20181119_181449;0.625;-9.735;-1.121;-0.473;0.198;-2.081;
20181119_181449;0.577;-9.280;-1.401;-0.439;0.018;-2.028;
20181119_181449;0.840;-9.031;-1.525;-0.399;-0.079;-1.894;
20181119_181449;0.867;-8.849;-1.410;-0.354;-0.201;-1.738;
20181119_181449;0.759;-8.689;-1.302;-0.293;-0.204;-1.601;
20181119_181449;0.670;-8.464;-1.255;-0.235;-0.072;-1.389;
20181119_181450;0.546;-8.370;-1.204;-0.179;0.082;-1.150;
20181119_181450;0.323;-7.836;-0.979;-0.071;0.318;-0.667;
20181119_181450;0.048;-7.786;-0.457;-0.006;0.384;-0.412;
20181119_181450;-0.187;-7.786;-0.213;0.068;0.424;-0.153;
20181119_181450;-0.287;-7.659;-0.208;0.149;0.401;0.128;
20181119_181450;-0.132;-7.547;-0.261;0.230;0.234;0.388;
20181119_181450;0.000;-7.640;-0.397;0.299;-0.048;0.603;
20181119_181450;0.017;-8.085;-0.587;0.372;-0.340;0.819;
20181119_181450;-0.091;-8.840;-0.759;0.448;-0.554;1.077;
20181119_181450;-0.091;-8.840;-0.759;0.726;-0.890;1.955;
20181119_181450;-0.041;-9.757;-1.202;0.804;-0.982;2.190;
20181119_181450;-0.055;-11.607;-2.014;0.804;-0.982;2.190;
20181119_181450;-0.026;-12.752;-2.461;0.870;-1.001;2.405;
20181119_181450;0.541;-13.140;-2.842;0.920;-0.854;2.658;
20181119_181450;0.927;-12.726;-2.830;0.892;-0.717;2.627;
20181119_181450;1.233;-12.261;-2.816;0.856;-0.474;2.509;
20181119_181450;1.504;-11.291;-2.823;0.816;-0.127;2.310;
20181119_181450;1.192;-10.587;-2.399;0.752;0.256;2.027;
20181119_181450;0.771;-10.645;-1.848;0.627;0.654;1.670;
20181119_181450;0.522;-10.963;-1.544;0.448;0.985;1.280;
20181119_181450;0.560;-10.786;-1.293;0.252;1.006;0.836;
20181119_181450;0.560;-10.786;-1.293;0.083;0.649;0.303;
20181119_181450;1.152;-10.281;-1.755;-0.044;0.197;-0.253;
20181119_181450;1.118;-10.791;-1.824;-0.194;-0.163;-0.738;
20181119_181450;1.422;-10.774;-2.138;-0.329;-0.349;-1.097;
20181119_181450;1.360;-10.477;-1.980;-0.436;-0.407;-1.367;
20181119_181450;1.506;-11.344;-2.282;-0.508;-0.309;-1.588;
20181119_181450;1.420;-10.774;-2.320;-0.536;-0.092;-1.723;
20181119_181450;1.580;-10.729;-2.356;-0.568;0.157;-1.786;
20181119_181450;1.580;-10.729;-2.356;-0.580;0.454;-1.847;
20181119_181450;1.319;-10.123;-2.114;-0.595;0.599;-1.926;
20181119_181450;1.125;-9.749;-2.011;-0.629;0.670;-1.981;
20181119_181450;1.302;-9.347;-2.028;-0.677;0.672;-1.977;
20181119_181450;1.461;-8.792;-1.772;-0.735;0.563;-1.922;
20181119_181450;1.487;-8.449;-1.384;-0.780;0.201;-1.868;
20181119_181450;1.264;-8.150;-0.867;-0.750;0.191;-1.731;
20181119_181450;0.888;-7.779;-0.460;-0.665;0.327;-1.546;
20181119_181450;0.460;-7.437;-0.077;-0.549;0.486;-1.331;
20181119_181450;0.247;-7.085;-0.041;-0.425;0.547;-1.087;
20181119_181450;0.045;-6.805;0.256;-0.293;0.498;-0.849;
20181119_181450;0.045;-6.805;0.256;-0.155;0.390;-0.610;
20181119_181450;-1.504;-7.123;1.171;0.007;0.348;-0.307;
20181119_181450;-1.384;-7.379;0.903;0.145;0.177;0.015;
20181119_181450;-1.178;-7.767;0.460;0.240;-0.225;0.294;
20181119_181450;-0.991;-8.579;-0.048;0.346;-0.657;0.593;
20181119_181450;-0.946;-9.529;-0.345;0.478;-0.923;0.947;
20181119_181450;-0.749;-10.810;-0.946;0.615;-1.091;1.319;
20181119_181451;-0.249;-13.010;-2.631;0.873;-1.390;2.111;
20181119_181451;-0.249;-13.010;-2.631;0.908;-1.312;2.234;
20181119_181451;0.141;-13.003;-2.691;0.906;-1.139;2.330;
20181119_181451;0.503;-12.505;-2.497;0.852;-0.912;2.335;
20181119_181451;0.812;-12.122;-2.315;0.768;-0.635;2.225;
20181119_181451;0.812;-12.122;-2.315;0.682;-0.345;2.027;
20181119_181451;0.757;-11.148;-1.891;0.627;-0.023;1.790;
20181119_181451;0.634;-10.279;-1.980;0.584;0.302;1.512;
20181119_181451;0.304;-10.781;-1.245;0.372;0.611;0.761;
20181119_181451;0.302;-10.485;-1.015;0.150;0.467;0.374;
20181119_181451;0.460;-9.991;-1.109;-0.045;0.227;-0.003;
20181119_181451;0.603;-9.661;-1.034;-0.300;-0.583;-0.996;
20181119_181451;0.529;-9.010;-0.855;-0.332;-0.627;-1.109;
20181119_181451;0.529;-9.010;-0.855;-0.331;-0.583;-1.150;
20181119_181451;0.213;-7.748;-0.318;-0.297;-0.517;-1.128;
20181119_181451;0.045;-7.200;-0.053;-0.245;-0.477;-1.044;
20181119_181451;-0.448;-7.159;0.136;-0.095;-0.496;-0.698;
20181119_181451;-0.144;-7.626;-0.151;0.013;-0.561;-0.436;
20181119_181451;0.184;-8.548;-0.776;0.115;-0.714;-0.191;
20181119_181451;0.448;-9.421;-1.255;0.185;-0.913;0.013;
20181119_181451;0.735;-9.828;-1.645;0.230;-1.061;0.181;
20181119_181451;0.955;-10.135;-1.920;0.250;-1.054;0.285;
20181119_181451;0.867;-10.362;-2.081;0.252;-0.880;0.348;
20181119_181451;0.867;-10.362;-2.081;0.229;-0.595;0.383;
20181119_181451;0.247;-10.427;-1.743;0.202;-0.185;0.402;
20181119_181451;-0.034;-10.338;-1.525;0.154;0.220;0.389;
20181119_181451;-0.034;-10.338;-1.525;0.077;0.469;0.321;
20181119_181451;-3.350;-9.735;-0.910;-0.013;0.478;0.186;
20181119_181451;-5.739;-9.292;-0.038;-0.123;0.319;0.082;
20181119_181451;0.895;-10.784;-2.265;-0.152;0.213;0.248;
20181119_181451;0.895;-10.784;-2.265;-0.164;-0.036;0.391;
20181119_181451;-3.019;-11.847;1.279;-0.232;0.003;0.377;
20181119_181451;-1.015;-9.570;-0.845;-0.328;0.643;0.085;
20181119_181451;-0.093;-9.374;-2.619;-0.377;0.474;-0.064;
20181119_181451;0.927;-9.211;-2.739;-0.591;-0.672;-0.414;
20181119_181451;0.666;-9.398;-2.349;-0.556;-0.538;-0.362;
20181119_181451;-0.340;-9.704;-1.712;-0.477;-0.133;-0.202;
20181119_181451;-0.678;-9.714;-1.501;-0.392;0.194;-0.015;
20181119_181451;-0.374;-9.807;-1.820;-0.333;0.201;0.065;
20181119_181451;0.134;-9.783;-2.081;-0.311;-0.010;0.037;
20181119_181451;0.053;-9.706;-2.361;-0.293;-0.151;0.043;
20181119_181451;-0.019;-9.663;-2.035;-0.255;-0.094;0.106;
20181119_181451;-0.318;-9.761;-1.707;-0.200;0.037;0.206;
20181119_181451;-0.318;-9.761;-1.707;-0.155;0.151;0.310;
20181119_181451;-1.111;-9.457;-1.944;-0.124;0.201;0.376;
20181119_181452;-1.341;-9.462;-1.748;-0.112;0.178;0.383;
20181119_181452;-1.705;-9.503;-1.891;-0.111;0.126;0.359;
20181119_181452;-1.786;-9.474;-1.968;-0.123;0.161;0.345;
20181119_181452;-1.664;-9.503;-2.222;-0.142;0.128;0.300;
20181119_181452;-1.532;-9.568;-2.224;-0.163;0.038;0.229;
20181119_181452;-1.566;-9.642;-2.275;-0.172;-0.070;0.152;
20181119_181452;-1.439;-9.582;-2.289;-0.171;-0.128;0.093;
20181119_181452;-1.204;-9.462;-2.270;-0.018;-0.128;-0.100;
20181119_181452;-1.267;-9.589;-2.176;-0.018;-0.128;-0.100;
20181119_181452;-1.128;-9.527;-2.155;0.000;-0.084;-0.083;
20181119_181452;-1.130;-9.520;-2.179;0.012;-0.098;-0.114;
20181119_181452;-1.008;-9.541;-2.272;0.012;-0.089;-0.131;
20181119_181452;-0.979;-9.560;-2.282;0.011;-0.100;-0.145;
20181119_181452;-0.979;-9.560;-2.282;0.016;-0.092;-0.157;
20181119_181452;-0.960;-9.630;-1.935;0.021;-0.082;-0.158;
20181119_181452;-0.970;-9.742;-2.212;0.015;-0.079;-0.157;
20181119_181452;-1.058;-9.596;-2.701;-0.003;-0.097;-0.170;
20181119_181452;-1.010;-9.536;-2.816;-0.014;-0.108;-0.188;
20181119_181452;-1.432;-9.563;-2.409;-0.001;-0.105;-0.211;
20181119_181452;-2.337;-9.812;-2.208;0.022;-0.044;-0.233;
20181119_181452;-2.902;-10.080;-2.193;0.048;0.069;-0.289;
20181119_181452;-2.524;-10.149;-1.001;0.065;0.080;-0.437;
20181119_181452;-2.114;-10.614;-1.415;0.030;-0.039;-0.714;
20181119_181452;-2.114;-10.614;-1.415;-0.042;-0.209;-1.048;
20181119_181452;-0.646;-12.371;-1.575;-0.111;-0.422;-1.438;
20181119_181452;0.448;-12.558;-1.836;-0.205;-0.508;-1.754;
20181119_181452;0.867;-11.976;-2.421;-0.290;-0.571;-1.951;
20181119_181452;1.348;-10.863;-2.641;-0.306;-0.609;-1.989;
20181119_181452;2.076;-10.362;-2.773;-0.295;-0.612;-1.960;
20181119_181452;2.330;-10.264;-3.129;-0.286;-0.741;-1.871;
20181119_181452;1.757;-9.749;-4.370;-0.227;-0.940;-1.757;
20181119_181452;2.785;-9.369;-3.936;-0.175;-1.117;-1.657;
20181119_181452;3.304;-9.362;-3.963;-0.092;-1.268;-1.660;
20181119_181452;2.603;-8.109;-3.441;-0.092;-1.268;-1.660;
20181119_181452;1.896;-7.044;-2.887;-0.026;-1.173;-1.694;
20181119_181452;1.250;-6.254;-2.507;0.095;-0.652;-1.472;
20181119_181452;0.541;-5.411;-1.772;0.205;-0.422;-1.237;
20181119_181452;-0.706;-4.585;-0.965;0.277;-0.800;-1.010;
20181119_181452;-0.706;-4.585;-0.965;0.316;-0.991;-0.730;
20181119_181452;-1.860;-3.546;0.263;0.476;-1.033;-0.287;
20181119_181452;-0.867;-4.994;-0.362;0.679;-1.042;0.202;
20181119_181452;-0.874;-6.632;-0.654;0.872;-1.031;0.808;
20181119_181452;-1.082;-8.864;-1.010;1.082;-0.920;1.513;
20181119_181452;-1.039;-11.543;-1.738;1.262;-0.899;2.102;
20181119_181452;-0.764;-13.746;-2.808;1.352;-1.329;2.520;
20181119_181452;-0.385;-14.734;-4.252;1.373;-2.031;2.730;
20181119_181452;0.297;-14.533;-5.308;1.359;-2.673;2.790;
20181119_181452;2.069;-13.808;-6.273;1.293;-3.098;2.752;
20181119_181452;4.559;-12.783;-6.668;1.101;-3.259;2.603;
20181119_181452;6.175;-12.002;-6.208;0.793;-3.094;2.361;
20181119_181453;5.871;-10.997;-4.851;0.565;-2.330;1.972;
20181119_181453;3.747;-11.569;-3.563;0.448;-1.009;1.413;
20181119_181453;2.016;-12.192;-2.277;0.306;0.358;0.784;
20181119_181453;1.324;-12.386;-1.812;0.086;1.004;0.082;
20181119_181453;1.343;-12.082;-2.236;-0.164;0.797;-0.728;
20181119_181453;1.219;-11.842;-2.299;-0.403;-0.051;-1.524;
20181119_181453;1.166;-11.753;-2.686;-0.591;-0.850;-2.117;
20181119_181453;1.463;-10.978;-2.591;-0.712;-1.234;-2.486;
20181119_181453;0.951;-9.840;-2.413;-0.789;-1.299;-2.659;
20181119_181453;0.716;-8.658;-1.817;-0.791;-1.042;-2.678;
20181119_181453;-0.151;-7.966;-0.716;-0.757;-0.568;-2.551;
20181119_181453;-0.656;-7.219;0.002;-0.745;-0.116;-2.268;
20181119_181453;-1.121;-6.072;0.752;-0.686;0.186;-1.912;
20181119_181453;-2.356;-4.401;1.738;-0.172;-0.612;-1.056;
20181119_181453;-1.839;-4.846;0.893;0.089;-1.009;-0.645;
20181119_181453;-1.176;-6.587;0.151;0.366;-1.489;-0.230;
20181119_181453;-1.223;-8.598;-0.462;0.655;-1.838;0.271;
20181119_181453;-1.068;-10.666;-1.326;0.923;-1.941;0.806;
20181119_181453;-0.895;-11.725;-2.425;1.133;-2.032;1.256;
20181119_181453;-0.630;-12.158;-3.273;1.253;-2.216;1.537;
20181119_181453;-0.453;-12.319;-4.046;1.285;-2.408;1.674;
20181119_181453;0.115;-11.926;-4.944;1.252;-2.465;1.759;
20181119_181453;1.195;-11.531;-5.215;1.101;-2.428;1.774;
20181119_181453;1.808;-11.390;-4.336;0.828;-2.240;1.744;
20181119_181453;1.911;-11.830;-2.923;0.504;-1.767;1.682;
20181119_181453;1.915;-11.507;-2.447;0.304;-0.938;1.567;
20181119_181453;1.312;-10.815;-1.966;0.238;-0.127;1.320;
20181119_181453;0.529;-10.379;-1.508;0.176;0.380;0.934;
20181119_181453;0.828;-10.746;-1.422;0.055;0.476;0.507;
20181119_181453;1.374;-10.518;-1.765;-0.169;-0.037;0.052;
20181119_181453;1.487;-9.577;-2.145;-0.397;-0.880;-0.435;
20181119_181453;1.403;-9.170;-2.210;-0.509;-1.489;-0.837;
20181119_181453;1.279;-9.108;-1.942;-0.539;-1.646;-1.067;
20181119_181453;1.085;-8.904;-1.506;-0.542;-1.579;-1.148;
20181119_181453;0.872;-8.811;-1.132;-0.529;-1.456;-1.155;
20181119_181453;0.716;-8.706;-0.967;-0.501;-1.382;-1.126;
20181119_181453;0.809;-8.629;-0.996;-0.459;-1.409;-1.064;
20181119_181453;0.996;-8.617;-1.274;-0.399;-1.582;-0.992;
20181119_181453;1.204;-8.746;-1.645;-0.341;-1.859;-0.938;
20181119_181453;1.176;-8.605;-1.896;-0.222;-2.216;-0.784;
20181119_181453;0.984;-8.660;-2.193;-0.160;-2.115;-0.641;
20181119_181453;1.051;-8.770;-2.184;-0.100;-1.888;-0.500;
20181119_181453;1.051;-8.770;-2.184;-0.076;-1.626;-0.362;
20181119_181453;-0.022;-8.428;-1.228;-0.068;-1.287;-0.179;
20181119_181453;-0.670;-8.646;-1.013;0.002;-0.829;0.092;
20181119_181453;-0.670;-8.646;-1.013;0.117;-0.539;0.343;
20181119_181453;-0.524;-9.869;-1.829;0.196;-0.470;0.518;
20181119_181453;-0.524;-9.869;-1.829;0.306;-0.196;0.822;
20181119_181453;-3.596;-12.467;-5.562;0.258;-0.067;1.030;
20181119_181454;-5.897;-18.316;1.413;0.151;0.067;1.034;
20181119_181454;-1.726;-10.118;1.329;0.083;0.544;1.020;
20181119_181454;0.766;-4.654;-2.052;0.014;1.158;0.944;
20181119_181454;-2.464;-9.496;-2.976;0.005;0.657;0.173;
20181119_181454;-2.464;-9.496;-2.976;-0.199;-0.229;0.070;
20181119_181454;0.917;-8.629;-4.061;-0.295;-0.335;0.224;
20181119_181454;0.165;-9.323;-2.375;-0.299;-0.619;-0.000;
20181119_181454;-1.420;-10.520;-1.561;-0.153;-0.635;-0.069;
20181119_181454;-1.147;-9.572;-1.901;-0.026;-0.191;0.069;
20181119_181454;-0.268;-9.568;-2.459;0.046;-0.086;0.174;
20181119_181454;0.120;-9.881;-2.686;0.033;-0.458;0.101;
20181119_181454;-0.539;-9.436;-2.411;0.001;-0.805;0.035;
20181119_181454;-1.049;-9.489;-1.894;0.028;-0.770;0.109;
20181119_181454;-1.049;-9.769;-1.710;0.096;-0.430;0.211;
20181119_181454;-1.568;-9.534;-1.796;0.145;-0.145;0.288;
20181119_181454;-1.283;-9.362;-1.808;0.116;-0.154;0.275;
20181119_181454;-1.283;-9.362;-1.808;0.031;-0.315;0.209;
20181119_181454;-0.898;-9.745;-2.023;0.029;-0.171;0.235;
20181119_181454;-2.100;-9.414;-1.947;0.035;0.039;0.267;
20181119_181454;-2.349;-9.572;-2.064;0.024;0.152;0.225;
20181119_181454;-2.172;-9.500;-1.901;-0.009;-0.010;0.109;
20181119_181454;-1.401;-9.759;-1.664;-0.061;-0.268;-0.050;
20181119_181454;-1.401;-9.759;-1.664;-0.100;-0.277;-0.191;
20181119_181454;-1.791;-8.871;-2.445;-0.156;-0.301;-0.304;
20181119_181454;-1.631;-9.271;-1.899;-0.177;-0.296;-0.344;
20181119_181454;-0.091;-10.094;-2.780;-0.177;-0.378;-0.329;
20181119_181454;-1.664;-9.328;-2.622;-0.168;-0.370;-0.320;
20181119_181454;-1.580;-9.232;-2.366;-0.152;-0.496;-0.307;
20181119_181454;-0.953;-9.647;-2.119;-0.045;-0.161;-0.225;
20181119_181454;0.290;-9.872;-2.545;0.029;-0.112;-0.169;
20181119_181454;0.299;-9.977;-2.363;0.046;-0.318;-0.191;
20181119_181454;-3.038;-8.789;-1.077;0.074;-0.330;-0.172;
20181119_181454;-3.038;-8.789;-1.077;0.053;-0.161;-0.157;
20181119_181454;-0.409;-9.970;-2.301;0.087;0.234;-0.108;
20181119_181454;1.279;-10.200;-2.588;0.125;0.269;-0.013;
20181119_181454;-0.524;-9.412;-2.181;0.049;-0.381;-0.063;
20181119_181454;-0.421;-9.699;-1.978;0.057;-0.440;-0.030;
20181119_181454;-1.472;-9.596;-1.592;0.123;-0.128;0.069;
20181119_181454;-1.753;-9.058;-1.082;0.140;-0.001;0.186;
20181119_181454;-0.553;-9.814;-1.595;0.118;0.029;0.189;
20181119_181454;-0.280;-9.915;-1.724;0.142;0.245;0.231;
20181119_181454;-1.413;-9.620;-1.626;0.113;0.171;0.274;
20181119_181454;-1.911;-9.307;-1.674;0.054;0.064;0.289;
20181119_181454;-1.911;-9.307;-1.674;0.023;0.194;0.332;
20181119_181454;-2.208;-9.256;-1.377;-0.003;0.065;0.318;
20181119_181454;-2.208;-9.256;-1.377;-0.007;0.039;0.309;
20181119_181454;-1.336;-9.651;-2.231;-0.014;-0.041;0.318;
20181119_181454;-1.243;-9.893;-2.131;-0.001;-0.321;0.431;
20181119_181455;-0.309;-10.111;-2.162;0.056;-0.310;0.427;
20181119_181455;-1.183;-9.481;-2.002;0.134;-0.271;0.456;
20181119_181455;-1.705;-9.362;-1.992;0.165;-0.087;0.478;
20181119_181455;-1.705;-9.362;-1.992;0.205;0.082;0.588;
20181119_181455;-2.552;-9.390;-0.800;0.228;0.128;0.669;
20181119_181455;-2.904;-9.383;-0.812;0.256;0.321;0.734;
20181119_181455;-3.271;-9.364;-1.025;0.278;0.441;0.769;
20181119_181455;-3.493;-9.091;-1.523;0.273;0.439;0.790;
20181119_181455;-3.864;-9.486;-1.923;0.254;0.417;0.780;
20181119_181455;-3.500;-9.697;-1.748;0.233;0.280;0.716;
20181119_181455;-3.919;-9.682;-1.678;0.137;-0.048;0.583;
20181119_181455;-4.901;-9.922;-0.603;0.030;-0.324;0.463;
20181119_181455;-5.497;-9.951;-0.618;0.045;-0.180;0.355;
20181119_181455;-5.931;-9.761;-0.670;0.106;0.136;0.310;
20181119_181455;-5.907;-9.761;-0.773;0.189;0.322;0.256;
20181119_181455;-5.749;-9.946;-1.152;0.239;0.063;0.175;
20181119_181455;-5.492;-9.790;-1.429;0.261;-0.355;0.200;
20181119_181455;-5.492;-9.790;-1.429;0.274;-0.719;0.245;
20181119_181455;-5.040;-9.948;-1.298;0.302;-0.998;0.269;
20181119_181455;-4.516;-9.872;-1.319;0.319;-1.120;0.358;
20181119_181455;-4.178;-9.879;-1.346;0.325;-1.058;0.401;
20181119_181455;-3.948;-9.591;-1.355;0.334;-0.927;0.468;
20181119_181455;-4.001;-9.484;-1.317;0.344;-0.777;0.553;
20181119_181455;-3.816;-9.311;-1.209;0.333;-0.650;0.595;
20181119_181455;-3.881;-8.885;-1.003;0.335;-0.342;0.691;
20181119_181455;-3.855;-8.679;-0.740;0.335;-0.342;0.691;
20181119_181455;-3.977;-8.440;-0.623;0.338;-0.211;0.724;
20181119_181455;-3.986;-8.406;-0.544;0.341;-0.067;0.744;
20181119_181455;-4.101;-8.497;-0.354;0.316;-0.013;0.726;
20181119_181455;-4.164;-8.114;-0.158;0.266;-0.049;0.693;
20181119_181455;-4.089;-7.937;-0.053;0.225;-0.103;0.649;
20181119_181455;-4.101;-7.492;-0.050;0.145;-0.141;0.551;
20181119_181455;-4.276;-7.738;0.357;0.104;-0.134;0.511;
20181119_181455;-4.504;-7.331;0.460;0.049;-0.152;0.464;
20181119_181455;-4.760;-7.209;0.711;0.020;-0.161;0.437;
20181119_181455;-4.808;-7.506;0.860;0.008;-0.102;0.374;
20181119_181455;-4.796;-7.458;0.797;-0.015;-0.045;0.324;
20181119_181455;-5.018;-7.262;0.752;-0.014;-0.032;0.305;
20181119_181455;-5.030;-7.516;0.788;0.022;-0.026;0.286;
20181119_181455;-5.045;-7.604;0.745;0.056;-0.042;0.244;
20181119_181455;-5.196;-7.607;0.713;0.063;-0.097;0.211;
20181119_181455;-5.330;-7.614;0.678;0.071;-0.129;0.172;
20181119_181455;-5.445;-7.458;0.699;0.073;-0.134;0.113;
20181119_181455;-5.524;-7.207;0.699;0.075;-0.133;0.077;
20181119_181455;-5.358;-7.358;0.711;0.077;-0.106;0.055;
20181119_181455;-5.490;-7.324;0.627;0.090;-0.080;0.067;
20181119_181455;-5.627;-7.255;0.680;0.104;-0.043;0.093;
20181119_181455;-5.641;-7.128;0.737;0.116;-0.030;0.105;
20181119_181456;-5.650;-7.085;0.819;0.120;-0.049;0.131;
20181119_181456;-5.639;-7.425;0.893;0.123;-0.054;0.152;
20181119_181456;-5.801;-7.413;1.013;0.117;-0.046;0.178;
20181119_181456;-6.383;-7.604;1.202;0.120;-0.019;0.227;
20181119_181456;-7.365;-7.470;1.343;0.130;0.032;0.261;
20181119_181456;-7.365;-7.470;1.343;0.137;0.120;0.328;
20181119_181456;-8.397;-6.714;1.398;0.145;0.266;0.435;
20181119_181456;-7.839;-7.389;1.523;0.109;0.337;0.545;
20181119_181456;-7.992;-7.477;1.650;0.050;0.201;0.691;
20181119_181456;-8.059;-7.305;1.817;0.032;0.150;0.856;
20181119_181456;-8.040;-7.336;1.911;0.055;0.195;0.963;
20181119_181456;-7.870;-7.341;1.753;0.100;0.213;1.087;
20181119_181456;-7.602;-7.235;1.583;0.151;0.141;1.174;
20181119_181456;-7.245;-6.946;1.348;0.215;0.021;1.204;
20181119_181456;-6.759;-6.601;1.123;0.280;-0.119;1.192;
20181119_181456;-6.759;-6.601;1.123;0.342;-0.210;1.169;
20181119_181456;-6.170;-6.017;0.843;0.388;-0.252;1.120;
20181119_181456;-5.988;-5.809;0.702;0.410;-0.269;1.053;
20181119_181456;-5.892;-5.622;0.579;0.416;-0.243;1.010;
20181119_181456;-6.079;-5.478;0.472;0.399;-0.194;0.934;
20181119_181456;-6.079;-5.478;0.472;0.371;-0.119;0.848;
20181119_181456;-6.069;-5.370;0.438;0.336;-0.056;0.763;
20181119_181456;-6.069;-5.370;0.438;0.300;-0.006;0.705;
20181119_181456;-6.084;-5.459;0.460;0.254;0.035;0.627;
20181119_181456;-6.848;-5.768;0.496;0.175;0.093;0.466;
20181119_181456;-7.121;-5.983;0.551;0.146;0.096;0.376;
20181119_181456;-7.121;-5.983;0.551;0.115;0.067;0.312;
20181119_181456;-7.932;-6.299;0.584;0.087;0.031;0.226;
20181119_181456;-8.234;-6.318;0.680;0.053;-0.000;0.126;
20181119_181456;-8.502;-6.225;0.797;0.022;-0.016;0.044;
20181119_181456;-8.667;-6.125;0.718;-0.006;0.006;-0.031;
20181119_181456;-8.703;-5.983;0.596;-0.031;0.043;-0.088;
20181119_181456;-8.777;-5.878;0.816;-0.057;0.094;-0.125;
20181119_181456;-8.809;-5.662;1.073;-0.098;0.100;-0.171;
20181119_181456;-9.295;-5.476;1.362;-0.133;0.076;-0.200;
20181119_181456;-9.407;-5.296;1.573;-0.141;0.115;-0.201;
20181119_181456;-10.015;-4.863;1.726;-0.127;0.202;-0.158;
20181119_181456;-9.424;-4.875;1.583;-0.105;0.272;-0.110;
20181119_181456;-8.926;-5.040;1.403;-0.075;0.253;-0.057;
